,proba,weighted_ext_score,ext_source_3,ext_source_2,days_registration,days_birth,days_id_publish,annuity_to_income_proportion,interest_rate,days_employed,amt_annuity
0,0.3327641206132701,0.3365582763192264,0.5100895,0.46882638,-13252.0,-24248,-4638,0.1302666666666666,10.286382966226505,365243,17586.0
1,0.1647667168806656,0.6567637677860341,0.8128226,0.5851475,-2832.0,-13436,-5901,0.0845428571428571,5.262763196925069,-193,13315.5
2,0.20927631496119886,0.660740637551938,0.66585493,0.41578013,-9257.0,-20066,-3474,0.1854571428571428,16.031722325569575,-153,29209.5
3,0.666125971080747,0.2255135445531536,0.53527623,0.26651978,-4957.0,-16953,-510,0.20924,0.9263040911869692,-4400,23539.5
4,0.2515486161931931,0.503130800946699,0.79226446,0.6677294,-3208.0,-9028,-1695,0.16545,2.38451772076127,-1056,44671.5
5,0.3929445276810413,0.4181608909767079,0.57620883,0.6466736,-1976.0,-17356,-910,0.2667428571428571,1.557296632421834,-1897,42012.0
6,0.6560773604026818,0.2276690267229509,0.6212263,0.0092263855,-644.0,-23233,-4172,0.23025,1.826989682865876,-881,33156.0
7,0.4515510006965235,0.3568197941517482,0.4632753,0.583485,-7970.0,-18719,-2278,0.1711,5.373077905188306,-9768,15399.0
8,0.19779021601467595,0.4978209706807676,0.7517237,0.6965612,-2639.0,-14817,-4892,0.0365466666666666,5.041883844694683,-648,12334.5
9,0.42960217972997594,0.3558477455899367,0.7463002,0.2649283,-4041.0,-19962,-3519,0.10825,0.9643634185798168,-6395,9742.5
10,0.7824464951084797,0.3505918427475524,0.21396685,0.25164637,-1827.0,-14908,-1827,0.3266666666666666,3.668589070030981,-125,22050.0
11,0.6863646085140306,0.3443711466298985,0.30314636,0.41661963,-3833.0,-9400,-1953,0.2590222222222222,2.724447230294258,-536,52452.0
12,0.5259930621166408,0.4775589312275728,0.09261717,0.6033201,-2976.0,-22336,-992,0.1955641025641025,0.7949343386267627,365243,68643.0
13,0.6338819901310816,0.25553928874769,0.4758499,0.25723392,-9548.0,-15828,-3502,0.23186,3.0093052346896743,-2758,52168.5
14,0.6328921738883326,0.2739420405578383,0.162442,0.66340226,-2274.0,-16140,-2280,0.1118846153846153,5.498706542509924,-372,13090.5
15,0.6327747233157515,0.2778744080253729,0.51729655,0.27987823,-1609.0,-16802,-341,0.2020555555555555,5.762908497556762,-1322,16366.5
16,0.14924627515960168,0.6721212151897362,0.7662337,0.58609736,-13390.0,-21511,-4947,0.2007714285714285,5.985265309962706,-14318,31621.5
17,0.6651640960501773,0.2628407350917128,0.15100753,0.6419277,-1029.0,-17129,-666,0.1001346153846153,2.762280235344816,-833,23431.5
18,0.14288943720146066,0.4375707631035926,0.6986675,0.5699751,-3377.0,-21040,-4385,0.3333333333333333,21.314007495657773,-2228,225000.0
19,0.6634741919073996,0.357802761785135,0.32016337,0.49797913,-698.0,-9907,-314,0.2160333333333333,2.69023827658732,-1616,29164.5
20,0.28797514734271557,0.5038527353261825,0.66102356,0.44874454,-8675.0,-8706,-1398,0.0591666666666666,22.045005956744767,-350,7987.5
21,0.27592197858476475,0.4743575960489937,0.6512602,0.7362398,-255.0,-16020,-2225,0.1563111111111111,1.8332418263201644,-1062,31653.0
22,0.22235678206427545,0.4335982699982622,0.508287,0.76999426,-11653.0,-21284,-4302,0.1784222222222222,8.2687408516259,365243,36130.5
